dimension,model,model_full,trial,group,cv_uid,presented_pos,rank,slate_n,k,top_k_selected,parse_ok
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,0,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,5,3,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,1,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,0,4,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,1,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,1,1,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,1,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,2,6,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,1,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,3,2,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,1,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,4,5,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,1,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,5,3,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,2,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,0,3,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,2,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,1,2,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,2,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,2,1,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,2,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,3,5,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,2,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,4,4,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,2,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,5,6,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,3,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,0,4,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,3,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,1,2,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,3,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,2,1,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,3,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,3,5,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,3,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,4,3,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,3,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,5,6,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,4,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,0,1,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,4,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,1,4,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,4,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,2,2,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,4,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,3,6,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,4,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,4,5,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,4,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,5,3,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,5,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,0,1,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,5,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,1,2,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,5,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,2,6,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,5,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,3,5,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,5,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,4,3,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,5,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,5,4,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,6,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,0,5,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,6,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,1,6,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,6,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,2,4,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,6,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,3,2,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,6,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,4,3,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,6,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,5,1,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,7,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,0,2,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,7,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,1,4,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,7,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,2,5,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,7,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,3,3,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,7,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,4,1,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,7,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,5,6,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,8,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,0,4,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,8,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,1,5,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,8,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,2,2,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,8,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,3,1,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,8,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,4,6,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,8,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,5,3,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,9,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,0,1,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,9,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,1,3,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,9,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,2,6,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,9,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,3,5,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,9,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,4,2,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,9,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,5,4,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,10,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,0,1,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,10,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,1,4,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,10,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,2,6,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,10,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,3,3,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,10,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,4,2,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,10,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,5,5,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,11,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,0,2,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,11,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,1,4,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,11,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,2,3,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,11,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,3,6,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,11,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,4,1,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,11,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,5,5,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,12,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,0,3,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,12,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,1,1,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,12,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,2,2,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,12,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,3,5,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,12,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,4,4,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,12,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,5,6,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,13,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,0,4,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,13,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,1,6,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,13,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,2,1,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,13,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,3,3,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,13,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,4,5,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,13,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,5,2,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,14,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,0,6,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,14,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,1,2,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,14,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,2,1,6,3,1,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,14,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,3,5,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,14,low_ses,white_male__low_ses__mid_traditional__linear_no_gap,4,4,6,3,0,1
address,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,14,high_ses,white_male__high_ses__mid_traditional__linear_no_gap,5,3,6,3,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,0,elite_traditional,white_male__high_ses__elite_traditional__linear_no_gap,0,1,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,0,degree_apprenticeship,white_male__high_ses__degree_apprenticeship__linear_no_gap,1,3,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,0,mid_traditional,white_male__high_ses__mid_traditional__linear_no_gap,2,2,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,0,post92_parttime,white_male__high_ses__post92_parttime__linear_no_gap,3,4,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,1,degree_apprenticeship,white_male__high_ses__degree_apprenticeship__linear_no_gap,0,3,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,1,elite_traditional,white_male__high_ses__elite_traditional__linear_no_gap,1,1,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,1,post92_parttime,white_male__high_ses__post92_parttime__linear_no_gap,2,4,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,1,mid_traditional,white_male__high_ses__mid_traditional__linear_no_gap,3,2,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,2,post92_parttime,white_male__high_ses__post92_parttime__linear_no_gap,0,4,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,2,mid_traditional,white_male__high_ses__mid_traditional__linear_no_gap,1,2,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,2,degree_apprenticeship,white_male__high_ses__degree_apprenticeship__linear_no_gap,2,3,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,2,elite_traditional,white_male__high_ses__elite_traditional__linear_no_gap,3,1,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,3,elite_traditional,white_male__high_ses__elite_traditional__linear_no_gap,0,1,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,3,mid_traditional,white_male__high_ses__mid_traditional__linear_no_gap,1,3,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,3,post92_parttime,white_male__high_ses__post92_parttime__linear_no_gap,2,2,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,3,degree_apprenticeship,white_male__high_ses__degree_apprenticeship__linear_no_gap,3,4,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,4,degree_apprenticeship,white_male__high_ses__degree_apprenticeship__linear_no_gap,0,2,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,4,post92_parttime,white_male__high_ses__post92_parttime__linear_no_gap,1,4,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,4,elite_traditional,white_male__high_ses__elite_traditional__linear_no_gap,2,1,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,4,mid_traditional,white_male__high_ses__mid_traditional__linear_no_gap,3,3,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,5,degree_apprenticeship,white_male__high_ses__degree_apprenticeship__linear_no_gap,0,3,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,5,post92_parttime,white_male__high_ses__post92_parttime__linear_no_gap,1,4,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,5,mid_traditional,white_male__high_ses__mid_traditional__linear_no_gap,2,1,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,5,elite_traditional,white_male__high_ses__elite_traditional__linear_no_gap,3,2,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,6,post92_parttime,white_male__high_ses__post92_parttime__linear_no_gap,0,4,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,6,degree_apprenticeship,white_male__high_ses__degree_apprenticeship__linear_no_gap,1,2,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,6,mid_traditional,white_male__high_ses__mid_traditional__linear_no_gap,2,3,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,6,elite_traditional,white_male__high_ses__elite_traditional__linear_no_gap,3,1,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,7,post92_parttime,white_male__high_ses__post92_parttime__linear_no_gap,0,4,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,7,elite_traditional,white_male__high_ses__elite_traditional__linear_no_gap,1,1,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,7,mid_traditional,white_male__high_ses__mid_traditional__linear_no_gap,2,2,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,7,degree_apprenticeship,white_male__high_ses__degree_apprenticeship__linear_no_gap,3,3,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,8,mid_traditional,white_male__high_ses__mid_traditional__linear_no_gap,0,2,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,8,elite_traditional,white_male__high_ses__elite_traditional__linear_no_gap,1,1,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,8,degree_apprenticeship,white_male__high_ses__degree_apprenticeship__linear_no_gap,2,4,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,8,post92_parttime,white_male__high_ses__post92_parttime__linear_no_gap,3,3,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,9,mid_traditional,white_male__high_ses__mid_traditional__linear_no_gap,0,2,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,9,degree_apprenticeship,white_male__high_ses__degree_apprenticeship__linear_no_gap,1,3,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,9,post92_parttime,white_male__high_ses__post92_parttime__linear_no_gap,2,4,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,9,elite_traditional,white_male__high_ses__elite_traditional__linear_no_gap,3,1,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,10,post92_parttime,white_male__high_ses__post92_parttime__linear_no_gap,0,4,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,10,mid_traditional,white_male__high_ses__mid_traditional__linear_no_gap,1,2,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,10,elite_traditional,white_male__high_ses__elite_traditional__linear_no_gap,2,1,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,10,degree_apprenticeship,white_male__high_ses__degree_apprenticeship__linear_no_gap,3,3,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,11,post92_parttime,white_male__high_ses__post92_parttime__linear_no_gap,0,4,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,11,mid_traditional,white_male__high_ses__mid_traditional__linear_no_gap,1,2,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,11,elite_traditional,white_male__high_ses__elite_traditional__linear_no_gap,2,1,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,11,degree_apprenticeship,white_male__high_ses__degree_apprenticeship__linear_no_gap,3,3,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,12,degree_apprenticeship,white_male__high_ses__degree_apprenticeship__linear_no_gap,0,3,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,12,mid_traditional,white_male__high_ses__mid_traditional__linear_no_gap,1,1,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,12,elite_traditional,white_male__high_ses__elite_traditional__linear_no_gap,2,2,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,12,post92_parttime,white_male__high_ses__post92_parttime__linear_no_gap,3,4,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,13,post92_parttime,white_male__high_ses__post92_parttime__linear_no_gap,0,4,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,13,mid_traditional,white_male__high_ses__mid_traditional__linear_no_gap,1,2,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,13,elite_traditional,white_male__high_ses__elite_traditional__linear_no_gap,2,1,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,13,degree_apprenticeship,white_male__high_ses__degree_apprenticeship__linear_no_gap,3,3,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,14,elite_traditional,white_male__high_ses__elite_traditional__linear_no_gap,0,1,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,14,mid_traditional,white_male__high_ses__mid_traditional__linear_no_gap,1,2,4,2,1,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,14,degree_apprenticeship,white_male__high_ses__degree_apprenticeship__linear_no_gap,2,3,4,2,0,1
education,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,14,post92_parttime,white_male__high_ses__post92_parttime__linear_no_gap,3,4,4,2,0,1
career_gap,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,0,linear_no_gap,white_male__high_ses__mid_traditional__linear_no_gap,0,2,4,2,1,1
career_gap,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,0,gap_caring,white_male__high_ses__mid_traditional__gap_caring,1,3,4,2,0,1
career_gap,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,0,gap_financial,white_male__high_ses__mid_traditional__gap_financial,2,4,4,2,0,1
career_gap,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,0,gap_travel,white_male__high_ses__mid_traditional__gap_travel,3,1,4,2,1,1
career_gap,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,1,linear_no_gap,white_male__high_ses__mid_traditional__linear_no_gap,0,2,4,2,1,1
career_gap,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,1,gap_caring,white_male__high_ses__mid_traditional__gap_caring,1,4,4,2,0,1
career_gap,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,1,gap_travel,white_male__high_ses__mid_traditional__gap_travel,2,3,4,2,0,1
career_gap,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,1,gap_financial,white_male__high_ses__mid_traditional__gap_financial,3,1,4,2,1,1
career_gap,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,2,gap_caring,white_male__high_ses__mid_traditional__gap_caring,0,2,4,2,1,1
career_gap,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,2,linear_no_gap,white_male__high_ses__mid_traditional__linear_no_gap,1,1,4,2,1,1
career_gap,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,2,gap_travel,white_male__high_ses__mid_traditional__gap_travel,2,3,4,2,0,1
career_gap,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,2,gap_financial,white_male__high_ses__mid_traditional__gap_financial,3,4,4,2,0,1
career_gap,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,3,gap_caring,white_male__high_ses__mid_traditional__gap_caring,0,2,4,2,1,1
career_gap,D:nomic-embed-text:v1.5,D_llm_rank_mock_nomic-embed-text:v1.5,3,linear_no_gap,white_male__high_ses__mid_traditional__linear_no_gap,1,1,4,2,1,1
